n,win,expR,pf,ddR,t,totR,rr,swing_lb,fvg_window,zones,trend_filter,min_gap_atr,max_risk_atr,atr_rank_min,atr_rank_max
29,,,,,,,2.0,,,ny_am,True,1.0,5.0,,
15,,,,,,,2.5,,,ny_am,False,1.0,2.0,,
29,,,,,,,2.5,,,ny_am,False,1.0,3.0,,
29,,,,,,,2.5,,,ny_am,True,1.0,0.0,,
10,,,,,,,2.5,,,ny_am,True,1.0,2.0,,
19,,,,,,,2.5,,,ny_am,True,1.0,3.0,,
27,,,,,,,2.5,,,ny_am,True,1.0,5.0,,
396,50.505050505050505,0.22807646506646828,1.4343964125875015,9.440879696251766,3.552040803961891,90.31828016632144,1.5,,,ny_am,,,,0.6,1.0
399,50.125313283208015,0.2180972390696911,1.412033581895627,9.75816033995136,3.4087544019708487,87.02079838880675,1.5,,,ny_am,,,,0.0,1.0
399,50.125313283208015,0.2180972390696911,1.412033581895627,9.75816033995136,3.4087544019708487,87.02079838880675,1.5,,,ny_am,,,,0.4,1.0
400,50.0,0.21495475214005638,1.4051217016268567,9.75816033995136,3.3639941107797777,85.98190085602255,1.5,,,ny_am,,,,0.2,1.0
50,50.0,0.2114256506392097,1.3952402690770087,9.795912345967878,1.1548134963333327,10.571282531960485,1.5,,,ny_am,,,,0.6,0.8
54,48.148148148148145,0.1624055102559511,1.2920567468429833,9.795912345967874,0.9224116844883171,8.769897553821359,1.5,,,ny_am,,,,0.0,0.8
54,48.148148148148145,0.1624055102559511,1.2920567468429833,9.795912345967874,0.9224116844883171,8.769897553821359,1.5,,,ny_am,,,,0.4,0.8
55,47.27272727272727,0.14056363674613015,1.2488496011243175,9.795912345967874,0.8068632060606087,7.731000021037158,1.5,,,ny_am,,,,0.2,0.8
375,33.6,0.13143873100347656,1.1863026871529108,18.676323589728504,1.514221831090473,49.28952412630371,2.5,,,ny_am,,,,0.6,1.0
382,38.7434554973822,0.12134172210835488,1.1866974314399465,14.700068671779981,1.5928595810117743,46.352537845391566,2.0,,,ny_am,,,,0.6,1.0
378,33.06878306878307,0.1121588143522614,1.15762921280973,19.796648122173465,1.3022726343314865,42.39603182515481,2.5,,,ny_am,,,,0.0,1.0
378,33.06878306878307,0.1121588143522614,1.15762921280973,19.796648122173465,1.3022726343314865,42.39603182515481,2.5,,,ny_am,,,,0.4,1.0
379,32.98153034300791,0.10912172636509394,1.1531749134818685,19.796648122173465,1.2695721109614857,41.3571342923706,2.5,,,ny_am,,,,0.2,1.0
385,38.18181818181819,0.10395153409403983,1.1584393853156911,15.820393204224935,1.3736014578384845,40.02134062620534,2.0,,,ny_am,,,,0.0,1.0
385,38.18181818181819,0.10395153409403983,1.1584393853156911,15.820393204224935,1.3736014578384845,40.02134062620534,2.0,,,ny_am,,,,0.4,1.0
386,38.082901554404145,0.10099078521611694,1.1536943984428139,15.820393204224935,1.3369211333998383,38.98244309342114,2.0,,,ny_am,,,,0.2,1.0
48,35.41666666666667,0.016743005033387288,1.0243052244353636,14.955891769514414,0.07844330453087896,0.8036642416025899,2.0,,,ny_am,,,,0.6,0.8
46,28.26086956521739,-0.06053130100419453,0.9208512114536099,16.03922907128672,-0.25341096105290406,-2.7844398461929485,2.5,,,ny_am,,,,0.6,0.8
52,32.69230769230769,-0.06791223419630937,0.9055422674469176,14.955891769514414,-0.3378289319471646,-3.531436178208087,2.0,,,ny_am,,,,0.0,0.8
52,32.69230769230769,-0.06791223419630937,0.9055422674469176,14.955891769514414,-0.3378289319471646,-3.531436178208087,2.0,,,ny_am,,,,0.4,0.8
53,32.075471698113205,-0.0862327115281564,0.8810593025344824,14.955891769514414,-0.4354191117765643,-4.570333710992289,2.0,,,ny_am,,,,0.2,0.8
50,24.0,-0.2141050910342602,0.736328584174951,16.03922907128672,-0.985575011066788,-10.70525455171301,2.5,,,ny_am,,,,0.0,0.8
50,24.0,-0.2141050910342602,0.736328584174951,16.03922907128672,-0.985575011066788,-10.70525455171301,2.5,,,ny_am,,,,0.4,0.8
51,23.52941176470588,-0.23027749185288648,0.7179573879287235,16.072339445406016,-1.0783314071373031,-11.74415208449721,2.5,,,ny_am,,,,0.2,0.8
6,,,,,,,1.5,,,ny_am,,,,0.0,0.6
7,,,,,,,1.5,,,ny_am,,,,0.2,0.6
6,,,,,,,1.5,,,ny_am,,,,0.4,0.6
0,,,,,,,1.5,,,ny_am,,,,0.6,0.6
6,,,,,,,2.0,,,ny_am,,,,0.0,0.6
7,,,,,,,2.0,,,ny_am,,,,0.2,0.6
6,,,,,,,2.0,,,ny_am,,,,0.4,0.6
0,,,,,,,2.0,,,ny_am,,,,0.6,0.6
6,,,,,,,2.5,,,ny_am,,,,0.0,0.6
7,,,,,,,2.5,,,ny_am,,,,0.2,0.6
6,,,,,,,2.5,,,ny_am,,,,0.4,0.6
0,,,,,,,2.5,,,ny_am,,,,0.6,0.6
