ts,side,outcome,R
2024-09-24 10:50:00-04:00,long,target,1.9961655853617974
2024-09-25 10:25:00-04:00,short,target,1.9827740646329002
2024-09-30 10:00:00-04:00,short,target,1.9938873811097122
2024-10-01 10:40:00-04:00,long,stop,-1.0408468127805968
2024-10-03 09:55:00-04:00,long,target,1.995156071380226
2024-10-04 09:55:00-04:00,short,timeout,
2024-10-07 10:20:00-04:00,long,stop,-1.0291176519520606
2024-10-10 10:00:00-04:00,long,target,1.987178172120875
2024-10-11 10:45:00-04:00,short,target,1.990144287629498
2024-10-14 10:10:00-04:00,short,target,1.9829398116566839
2024-10-16 09:35:00-04:00,short,target,1.994850139046352
2024-10-17 09:40:00-04:00,short,target,1.9815075079531403
2024-10-21 10:25:00-04:00,short,target,1.991395628979818
2024-10-22 09:45:00-04:00,long,target,1.9949631301125244
2024-10-23 10:30:00-04:00,long,stop,-1.0436899263501755
2024-10-24 10:50:00-04:00,short,target,1.9911460546822803
2024-10-30 09:55:00-04:00,long,timeout,
2024-10-31 10:20:00-04:00,long,stop,-1.0413496526619401
2024-11-01 10:45:00-04:00,short,stop,-1.0321697090014113
2024-11-04 09:45:00-05:00,long,stop,-1.0247994785020424
2024-11-06 09:50:00-05:00,short,stop,-1.0281450030552903
2024-11-11 09:40:00-05:00,short,target,1.989240370131731
2024-11-14 10:30:00-05:00,long,target,1.9923573109965345
2024-11-18 09:50:00-05:00,short,stop,-1.1040242525052544
2024-11-20 10:35:00-05:00,long,target,1.9934479505190938
2024-11-21 09:40:00-05:00,short,target,1.9972944015757699
2024-11-22 10:40:00-05:00,long,timeout,
2024-11-25 09:50:00-05:00,short,target,1.9945282234237007
2024-11-29 09:40:00-05:00,long,target,1.993303511638676
2024-12-03 10:05:00-05:00,long,timeout,
2024-12-09 09:45:00-05:00,long,stop,-1.0519796833679307
2024-12-10 09:55:00-05:00,short,stop,-1.0602720854120788
2024-12-12 10:20:00-05:00,long,timeout,
2024-12-17 09:45:00-05:00,long,stop,-1.0564935274540317
2024-12-18 09:55:00-05:00,long,stop,-1.0373763909348928
2024-12-20 09:40:00-05:00,long,stop,-1.029846164341
2024-12-26 09:30:00-05:00,short,target,1.995573497645179
2024-12-27 10:45:00-05:00,long,target,1.9951666537778368
2024-12-31 10:20:00-05:00,long,stop,-1.0439234978152712
2025-01-02 10:20:00-05:00,short,target,1.9965438106561708
2025-01-07 10:55:00-05:00,long,stop,-1.0331866798142835
2025-01-08 10:55:00-05:00,long,stop,-1.0177583844942129
2025-01-10 10:20:00-05:00,long,target,1.9920607196166267
2025-01-13 09:55:00-05:00,long,stop,-1.0335821611553486
2025-01-14 09:50:00-05:00,short,target,1.993167532112786
2025-01-17 10:35:00-05:00,long,target,1.9957680914092972
2025-01-20 10:00:00-05:00,short,target,1.9923272872359103
2025-01-24 10:05:00-05:00,short,target,1.992783743216927
2025-01-27 11:00:00-05:00,short,target,1.9966561893934776
2025-01-28 09:55:00-05:00,long,target,1.9965955360669374
2025-01-30 10:00:00-05:00,short,target,1.995563757674778
2025-02-03 10:25:00-05:00,long,timeout,
2025-02-06 10:25:00-05:00,short,stop,-1.0510233832861633
2025-02-11 10:15:00-05:00,long,target,1.9924113647403954
2025-02-12 09:40:00-05:00,long,target,1.9923310531000233
2025-02-14 10:35:00-05:00,short,stop,-1.0758297946062931
2025-02-17 09:40:00-05:00,short,stop,-1.0561509337080075
2025-02-18 10:55:00-05:00,long,stop,-1.0632819845207402
2025-02-19 10:55:00-05:00,short,stop,-1.0854116843142385
2025-02-20 10:20:00-05:00,long,stop,-1.0263999517254039
2025-02-21 09:40:00-05:00,short,target,1.9947552814317087
2025-02-24 09:40:00-05:00,short,target,1.990164837326797
2025-02-26 09:30:00-05:00,long,target,1.9965389780294804
2025-02-27 09:45:00-05:00,short,target,1.996726720435782
2025-02-28 10:40:00-05:00,short,stop,-1.0444534762607116
2025-03-03 09:40:00-05:00,short,target,1.9975082973697835
2025-03-05 10:20:00-05:00,short,target,1.996979399504658
2025-03-06 10:05:00-05:00,long,stop,-1.0153554568905168
2025-03-07 10:50:00-05:00,long,stop,-1.0376061029324677
2025-03-12 10:15:00-04:00,short,target,1.9971157285093264
2025-03-13 10:15:00-04:00,long,stop,-1.0246482344818286
2025-03-14 10:00:00-04:00,short,stop,-1.0287625527993558
2025-03-19 10:30:00-04:00,short,stop,-1.0473984994976477
2025-03-20 10:05:00-04:00,long,stop,-1.013082449333445
2025-03-21 09:45:00-04:00,long,target,1.9932251158507028
2025-03-27 09:50:00-04:00,long,target,1.9937501562462503
2025-03-31 09:55:00-04:00,long,target,1.9961193381143691
2025-04-01 09:45:00-04:00,long,stop,-1.0332705944973626
2025-04-02 09:40:00-04:00,long,target,1.9983864201116701
2025-04-07 09:50:00-04:00,long,target,1.9987677930681027
2025-04-08 10:45:00-04:00,short,target,1.9952330104493319
2025-04-11 10:45:00-04:00,long,stop,-1.020341031929372
2025-04-14 09:40:00-04:00,short,target,1.997025403057921
2025-04-15 10:35:00-04:00,long,stop,-1.0314816147364272
2025-04-16 10:25:00-04:00,long,target,1.995707712382465
2025-04-17 10:45:00-04:00,long,target,1.9942910643740888
2025-04-21 10:50:00-04:00,short,target,1.9957281022522175
2025-04-23 10:55:00-04:00,short,target,1.9954909458192862
2025-04-24 10:45:00-04:00,short,stop,-1.0573356922856494
2025-04-25 10:25:00-04:00,short,stop,-1.0184059403855952
2025-04-28 09:35:00-04:00,short,stop,-1.033668738095049
2025-04-29 09:45:00-04:00,long,target,1.9952440741164397
2025-05-01 10:20:00-04:00,long,target,1.9964325974971615
2025-05-05 10:00:00-04:00,long,stop,-1.0599335593664243
2025-05-06 10:05:00-04:00,long,target,1.9944362843282497
2025-05-07 10:00:00-04:00,long,stop,-1.035321424966487
2025-05-08 09:50:00-04:00,short,target,1.9942231259822023
2025-05-09 09:30:00-04:00,long,stop,-1.020566459043124
2025-05-12 09:40:00-04:00,short,target,1.9891143429422142
2025-05-14 09:45:00-04:00,short,stop,-1.0470417461883523
2025-05-15 10:20:00-04:00,long,stop,-1.0333759273733447
2025-05-19 09:40:00-04:00,long,target,1.995515373300407
2025-05-20 10:20:00-04:00,long,target,1.9867331776699897
2025-05-21 09:45:00-04:00,long,target,1.9941144619442495
2025-05-22 10:15:00-04:00,short,target,1.9927139193287269
2025-05-23 10:05:00-04:00,long,target,1.9861954721156168
2025-05-26 09:55:00-04:00,short,target,1.986871816416169
2025-05-27 09:45:00-04:00,long,target,1.9897996654294416
2025-05-28 09:50:00-04:00,short,timeout,
2025-05-29 09:45:00-04:00,short,target,1.9966897063107878
2025-05-30 10:05:00-04:00,long,stop,-1.0245865939836662
2025-06-02 09:50:00-04:00,short,stop,-1.0235183443082445
2025-06-06 10:40:00-04:00,long,target,1.988631195998697
2025-06-09 09:50:00-04:00,long,target,1.9942528735633505
2025-06-13 10:40:00-04:00,long,stop,-1.020955574182482
2025-06-19 10:10:00-04:00,long,target,1.9933452232013915
2025-06-20 09:50:00-04:00,short,target,1.995751406284592
2025-06-25 09:50:00-04:00,short,target,1.9918359349489962
2025-06-27 10:25:00-04:00,short,stop,-1.0793470868247963
2025-07-02 09:50:00-04:00,long,target,1.994280877542281
2025-07-04 09:45:00-04:00,long,stop,-1.084590100537293
2025-07-09 10:30:00-04:00,short,target,1.9954082101203892
2025-07-11 10:00:00-04:00,long,target,1.9888552068478582
2025-07-14 10:15:00-04:00,long,target,1.9928204244567125
2025-07-15 10:10:00-04:00,long,stop,-1.0435941509094084
2025-07-17 10:15:00-04:00,short,target,1.9857232596661678
2025-07-18 09:55:00-04:00,short,target,1.9915663057048354
2025-07-21 10:45:00-04:00,short,target,1.9836355305371736
2025-07-22 10:10:00-04:00,long,target,1.9924996999882243
2025-07-24 10:40:00-04:00,long,timeout,
2025-07-25 09:50:00-04:00,long,target,1.9917608674161493
2025-07-28 10:50:00-04:00,short,target,1.9898781327183326
2025-07-29 09:45:00-04:00,short,target,1.9894018398410531
2025-07-31 10:25:00-04:00,short,target,1.9910107511419572
2025-08-01 10:10:00-04:00,long,target,1.9952650618383823
2025-08-05 10:05:00-04:00,short,target,1.9941542346725405
2025-08-06 10:15:00-04:00,short,stop,-1.0430567857483741
2025-08-07 10:10:00-04:00,short,target,1.9939221549608852
2025-08-08 10:55:00-04:00,short,stop,-1.0531543297982167
2025-08-12 10:40:00-04:00,long,target,1.9907142591839435
2025-08-13 10:00:00-04:00,short,target,1.9937515621096291
2025-08-14 11:00:00-04:00,short,target,1.9935362101509027
2025-08-15 10:05:00-04:00,long,stop,-1.0313490855018295
2025-08-18 10:55:00-04:00,long,timeout,
2025-08-19 10:05:00-04:00,long,stop,-1.0260894196218358
2025-08-21 10:05:00-04:00,long,stop,-1.0186589045621695
2025-08-25 10:00:00-04:00,long,target,1.9930509228376403
2025-08-28 10:10:00-04:00,long,target,1.995318439729681
2025-09-02 09:40:00-04:00,long,target,1.994801197804134
2025-09-04 10:05:00-04:00,short,stop,-1.035191441440734
2025-09-05 10:10:00-04:00,short,target,1.9953084241936063
2025-09-09 10:55:00-04:00,long,timeout,
2025-09-11 09:40:00-04:00,short,stop,-1.042131112019593
2025-09-18 09:45:00-04:00,short,target,1.9855072463776522
2025-09-22 09:50:00-04:00,long,target,1.9903239540198039
2025-09-25 10:05:00-04:00,long,timeout,
2025-09-26 10:40:00-04:00,long,target,1.9960499913100433
2025-09-30 10:10:00-04:00,short,stop,-1.0462107208860218
2025-10-01 10:15:00-04:00,long,target,1.9974923516726266
2025-10-02 09:40:00-04:00,short,timeout,
2025-10-03 10:40:00-04:00,long,stop,-1.0359542251343443
2025-10-13 10:20:00-04:00,short,target,1.9928049271860708
2025-10-14 09:55:00-04:00,long,target,1.9968166248583803
2025-10-16 10:20:00-04:00,long,target,1.9953165979768581
2025-10-17 09:30:00-04:00,short,target,1.995475113122254
2025-10-21 10:20:00-04:00,long,stop,-1.0459486425446067
2025-10-22 09:45:00-04:00,long,target,1.980474851610398
2025-10-24 09:50:00-04:00,short,stop,-1.0648148148124132
2025-10-27 10:20:00-04:00,short,stop,-1.0575809423513558
2025-10-30 09:50:00-04:00,long,timeout,
2025-10-31 09:45:00-04:00,short,stop,-1.0446656457364805
2025-11-03 09:40:00-05:00,short,target,1.9949901807543786
2025-11-04 09:45:00-05:00,long,target,1.996493393553504
2025-11-07 10:15:00-05:00,long,stop,-1.016945541869849
2025-11-10 10:40:00-05:00,short,target,1.9913623328614392
2025-11-11 10:00:00-05:00,long,stop,-1.0534351145021845
2025-11-13 09:55:00-05:00,long,target,1.9927814512172561
2025-11-14 09:40:00-05:00,long,target,1.9981682029338197
2025-11-17 10:05:00-05:00,short,target,1.9956207959642023
2025-11-18 10:25:00-05:00,long,stop,-1.0220064887701261
2025-11-19 09:35:00-05:00,long,target,1.9953205428171208
2025-11-20 10:10:00-05:00,short,stop,-1.0292852720178518
2025-11-21 09:35:00-05:00,long,target,1.9796648771775158
2025-11-24 10:55:00-05:00,short,stop,-1.0768892794342355
2025-11-26 09:55:00-05:00,short,target,1.9947351795304886
2025-12-01 09:50:00-05:00,long,target,1.9955713020372794
2025-12-03 10:05:00-05:00,long,timeout,
2025-12-04 10:35:00-05:00,long,stop,-1.0239548826891893
2025-12-11 10:10:00-05:00,long,target,1.9959514170041142
2025-12-15 10:00:00-05:00,short,timeout,
2025-12-16 10:20:00-05:00,short,timeout,
2025-12-18 09:40:00-05:00,short,stop,-1.0372602039722083
2025-12-19 10:35:00-05:00,long,stop,-1.0411977965054537
2025-12-23 09:55:00-05:00,short,target,1.9928835752919762
2025-12-24 10:25:00-05:00,short,stop,-1.0985915492902176
2025-12-26 09:55:00-05:00,short,target,1.9895506792062883
2025-12-29 09:40:00-05:00,long,stop,-1.0285406745379897
2025-12-30 10:05:00-05:00,short,target,1.987970937786271
2026-01-02 10:35:00-05:00,long,stop,-1.0347339380339662
2026-01-08 10:10:00-05:00,long,timeout,
2026-01-09 10:45:00-05:00,short,stop,-1.02511120677249
2026-01-12 09:55:00-05:00,long,target,1.9945158601326172
2026-01-14 10:15:00-05:00,long,stop,-1.0160199196256277
2026-01-15 11:00:00-05:00,long,stop,-1.0242177661529153
2026-01-16 09:45:00-05:00,short,target,1.9931282812458937
2026-01-19 09:55:00-05:00,long,target,1.9908562232547877
2026-01-20 10:25:00-05:00,long,stop,-1.033018867923905
2026-01-30 10:40:00-05:00,long,stop,-1.024871379437412
2026-02-04 10:10:00-05:00,long,target,1.994513332601898
2026-02-05 09:40:00-05:00,long,stop,-1.0207557463763939
2026-02-06 10:00:00-05:00,short,target,1.9948268013078914
2026-02-09 09:40:00-05:00,long,target,1.9973227671878633
2026-02-10 09:55:00-05:00,long,stop,-1.0208415210735067
2026-02-11 10:00:00-05:00,short,target,1.9966583794477415
2026-02-13 10:40:00-05:00,short,stop,-1.0207103042637107
2026-02-16 09:55:00-05:00,long,stop,-1.0638616209880747
2026-02-17 09:45:00-05:00,short,target,1.9974781863116209
2026-02-19 09:55:00-05:00,long,stop,-1.0204288899522496
2026-02-24 10:00:00-05:00,short,stop,-1.0242264830065182
2026-02-25 10:10:00-05:00,short,target,1.9874264447021353
2026-02-26 10:40:00-05:00,long,timeout,
2026-03-02 10:05:00-05:00,long,target,1.9965921018553063
2026-03-04 10:40:00-05:00,short,stop,-1.0514705882337796
2026-03-05 10:40:00-05:00,long,stop,-1.0299181098587884
2026-03-06 10:30:00-05:00,long,stop,-1.011331848321518
2026-03-10 10:20:00-04:00,long,target,1.9944950896200624
2026-03-12 10:05:00-04:00,long,stop,-1.046158309813357
2026-03-13 10:10:00-04:00,short,target,1.9975763216318376
2026-03-16 10:30:00-04:00,short,target,1.9924762248708183
2026-03-17 10:15:00-04:00,short,timeout,
2026-03-18 11:00:00-04:00,long,stop,-1.0388086842738626
2026-03-19 09:55:00-04:00,long,timeout,
2026-03-24 10:00:00-04:00,long,target,1.9940582293524884
2026-03-25 09:50:00-04:00,short,timeout,
2026-03-26 09:50:00-04:00,long,target,1.9863989989670625
2026-03-27 10:50:00-04:00,long,target,1.9942311242386415
2026-03-30 09:40:00-04:00,short,target,1.994180091256305
2026-03-31 10:10:00-04:00,short,target,1.9878203254414968
2026-04-01 09:45:00-04:00,short,stop,-1.0267903615929272
2026-04-02 09:50:00-04:00,long,target,1.99615644794299
2026-04-07 10:20:00-04:00,long,target,1.993886185224282
2026-04-08 09:40:00-04:00,short,target,1.9949671860531673
2026-04-09 10:50:00-04:00,long,target,1.9918022035679508
2026-04-10 10:15:00-04:00,long,stop,-1.0396942409318009
2026-04-13 10:15:00-04:00,short,stop,-1.0656438726109139
2026-04-14 10:00:00-04:00,short,stop,-1.064997771502564
2026-04-16 10:10:00-04:00,long,target,1.995506102712597
2026-04-20 09:55:00-04:00,long,stop,-1.0402095491925862
2026-04-23 09:40:00-04:00,long,stop,-1.0485868177009103
2026-04-24 09:55:00-04:00,short,stop,-1.0382513661193822
2026-04-28 09:40:00-04:00,long,target,1.9845945279772896
2026-05-06 10:20:00-04:00,short,stop,-1.044279135670154
2026-05-08 10:45:00-04:00,long,target,1.9950854154790723
2026-05-11 09:55:00-04:00,short,stop,-1.020963607177688
2026-05-12 10:15:00-04:00,long,stop,-1.0276535562468965
2026-05-20 09:55:00-04:00,short,stop,-1.0303088034079155
2026-05-22 10:05:00-04:00,short,stop,-1.017944852903293
2026-05-25 10:10:00-04:00,short,target,1.9894398918649385
2026-05-27 10:40:00-04:00,long,stop,-1.0234631628340345
2026-05-29 10:15:00-04:00,short,target,1.9955774911992858
2026-06-01 10:10:00-04:00,long,target,1.9936377055022745
2026-06-02 09:50:00-04:00,long,target,1.9941800912563044
2026-06-03 10:15:00-04:00,long,stop,-1.013175131374782
2026-06-04 10:15:00-04:00,long,target,1.996928935569106
2026-06-05 10:10:00-04:00,long,target,1.9863737940815203
2026-06-08 10:00:00-04:00,short,stop,-1.025984824861894
2026-06-09 09:55:00-04:00,short,target,1.9974719896452953
2026-06-10 10:45:00-04:00,short,target,1.9965338916079063
2026-06-11 10:15:00-04:00,short,target,1.9983023685354309
2026-06-15 10:00:00-04:00,short,target,1.9884782007563615
2026-06-17 10:00:00-04:00,short,stop,-1.0125760853160721
2026-06-18 10:40:00-04:00,long,timeout,
2026-06-19 10:45:00-04:00,long,stop,-1.0756364264997371
2026-06-22 10:20:00-04:00,short,target,1.9971593168725539
2026-06-23 09:50:00-04:00,long,stop,-1.01201939587074
2026-06-24 10:30:00-04:00,long,stop,-1.0097320624186137
2026-06-25 09:40:00-04:00,short,target,1.9968981860592458
2026-06-29 10:00:00-04:00,short,target,1.9983916416835112
2026-06-30 10:55:00-04:00,short,stop,-1.023929006057129
2026-07-01 09:50:00-04:00,long,timeout,
2026-07-03 10:10:00-04:00,short,target,1.9909054530906585
2026-07-09 10:10:00-04:00,short,target,1.9965790914067245
2026-07-10 10:20:00-04:00,short,stop,-1.0416666666656742
2026-07-14 10:05:00-04:00,short,stop,-1.01905363325546
2026-07-15 09:40:00-04:00,short,target,1.9969400244798416
2026-07-16 10:05:00-04:00,long,target,1.99603105304107
2026-07-17 09:55:00-04:00,long,target,1.9985031015735486
2026-07-20 09:55:00-04:00,short,target,1.9961729226624796
2026-07-22 09:55:00-04:00,long,timeout,
2026-07-23 09:40:00-04:00,long,stop,-1.0279548250023494
